Park_Code,Park_Name,IM_Network,CASC_Region,State,TSN,Order,Family,Scientific_Name,Common_Names,Verified_Date,Park_Occurrence_Status,Notes,Verified_Source,Year_of_Last_Record,Park_Synonyms,NPSpecies_Occurrence,NPSpecies_OccTag,Abundance,Nativeness,GRank,SRank,IUCNRank
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,773511,Anura,Bufonidae,Anaxyrus americanus,American Toad,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,"Bufo americanus americanus, Bufo americanus",Present,NA,Abundant,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,773520,Anura,Bufonidae,Anaxyrus fowleri,Fowler's Toad,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,"Bufo woodhousii fowleri, Bufo fowleri",Present,NA,Common,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173699,Caudata,Plethodontidae,Aneides aeneus,Green Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Uncommon,Native,G3,KY: S3S4; TN: S3S4,NT
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173587,Caudata,Cryptobranchidae,Cryptobranchus alleganiensis,"Hellbender, Eastern Hellbender",2021-05-31,Possible,No mention in 2013 Natural Resource Condition Assessment used as verified source,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Cryptobranchus alleganiensis alleganiensis,Unconfirmed,NA,NA,Native,G3,KY: SNR; TN: S3,VU
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173633,Caudata,Plethodontidae,Desmognathus fuscus,"Dusky Salamander, Northern Dusky Salamander",2021-05-31,Present,This population is part of the D. fuscus A lineage,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Common,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173640,Caudata,Plethodontidae,Desmognathus monticola,Seal Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Uncommon,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173641,Caudata,Plethodontidae,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Rare,Native,G5,KY: S4; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173644,Caudata,Plethodontidae,Desmognathus welteri,Black Mountain Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Rare,Native,G4,KY: S4; TN: S3,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,550246,Caudata,Plethodontidae,Eurycea cirrigera,Southern Two-lined Salamander,2021-05-31,Present,"This area is near a contact zone between lineages C & D, neither of these lineages will be referred to E. cirrigera although it is possible that the specific epithet of rivicola might be used (pers. comm. with David Beamer)",https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Eurycea bislineata,Present,NA,Abundant,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173687,Caudata,Plethodontidae,Eurycea longicauda,Long-tailed Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Eurycea longicauda longicauda,Present,NA,Uncommon,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173691,Caudata,Plethodontidae,Eurycea lucifuga,Cave Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Rare,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173467,Anura,Microhylidae,Gastrophryne carolinensis,Eastern Narrow-mouthed Toad,2021-05-31,Possible,"No mention in 2013 Natural Resource Condition Assessment used as verified source, but park unit is within species range",https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Unconfirmed,NA,NA,Native,G5,KY: S4; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173715,Caudata,Plethodontidae,Gyrinophilus porphyriticus,"Spring Salamander, Northern Spring Salamander",2021-05-31,Present,This population is G. porphyriticus clade D as per Kuchta et al 2016,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Gyrinophilus porphyriticus duryi,Present,NA,Uncommon,Native,G5,KY: S4; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173678,Caudata,Plethodontidae,Hemidactylium scutatum,Four-toed Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Uncommon,Native,G5,KY: S4; TN: S3,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173502,Anura,Hylidae,Hyla chrysoscelis,Cope's Gray Treefrog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Hyla chrysoscelis,Present,NA,Common,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173505,Anura,Hylidae,Hyla cinerea,Green Treefrog,2024-11-07,Present,NA,https://www.inaturalist.org/observations/227792119,2024,NA,NA,NA,NA,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Rana catesbeiana,Present,NA,Common,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,775087,Anura,Ranidae,Lithobates clamitans,"Green Frog, Northern Green Frog",2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Rana clamitans melanota,Present,NA,Common,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,775107,Anura,Ranidae,Lithobates palustris,Pickerel Frog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Rana palustris,Present,NA,Uncommon,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,775117,Anura,Ranidae,Lithobates sylvaticus,Wood Frog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Rana sylvatica,Present,NA,Common,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173630,Caudata,Proteidae,Necturus maculosus,Mudpuppy,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Uncommon,Native,G5,KY: S4; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173615,Caudata,Salamandridae,Notophthalmus viridescens,"Eastern Newt, Red-spotted Newt",2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Notophthalmus viridescens viridescens,Present,NA,Abundant,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173653,Caudata,Plethodontidae,Plethodon dorsalis,"Zig-zag Salamander, Northern Zig-zag Salamander",2024-11-05,Present,"Some uncertainty exists, but community consensus is P. dorsalis",https://www.inaturalist.org/observations/5504549,2017,NA,NA,NA,NA,Native,G5,TN: S4,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173650,Caudata,Plethodontidae,Plethodon glutinosus,"Slimy Salamander, Northern Slimy Salamander",2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Plethodon glutinosus glutinosus,Present,NA,Uncommon,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173661,Caudata,Plethodontidae,Plethodon kentucki,"Kentucky Salamander, Cumberland Plateau Salamander",2024-11-05,Present,NA,https://www.inaturalist.org/observations/225977812,2024,NA,NA,NA,NA,Native,G4,TN: S1,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173667,Caudata,Plethodontidae,Plethodon richmondi,"Ravine Salamander, Southern Ravine Salamander",2021-05-31,Possible,No mention in 2013 Natural Resource Condition Assessment used as verified source,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Unconfirmed,NA,NA,Native,G5,KY: S5; TN: S3,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,668324,Caudata,Plethodontidae,Plethodon ventralis,Southern Zig-zag Salamander,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Uncommon,Native,G4,KY: S4; TN: S4,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173528,Anura,Hylidae,Pseudacris brachyphona,Mountain Chorus Frog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,NA,Present,NA,Common,Native,G5,KY: S5; TN: S4,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,207303,Anura,Hylidae,Pseudacris crucifer,Spring Peeper,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Pseudacris crucifer crucifer,Present,NA,Common,Native,G5,TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173680,Caudata,Plethodontidae,Pseudotriton ruber,"Red Salamander, Northern Red Salamander",2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Pseudotriton ruber ruber,Present,NA,Common,Native,G5,KY: S5; TN: S5,LC
BISO,Big South Fork National River and Recreation Area,APHN,SE,TN,173426,Anura,Scaphiopodidae,Scaphiopus holbrookii,Eastern Spadefoot,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/463299,NA,Scaphiopus holbrookii holbrookii,Present,NA,Uncommon,Native,G5,TN: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,774220,Anura,Hylidae,Acris blanchardi,Blanchard's Cricket Frog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Acris crepitans blanchardi,Present,NA,Common,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173591,Caudata,Ambystomatidae,Ambystoma opacum,Marbled Salamander,2021-05-31,Present,Species observed in 2000 survey,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,NA,Present,NA,Unknown,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173605,Caudata,Ambystomatidae,Ambystoma texanum,Small-mouthed Salamander,2021-05-31,Historical,"Older reports limited to NPS staff's opportunistic observations, no mention in early 2000's report",https://irma.nps.gov/DataStore/DownloadFile/562977,NA,NA,Present,NA,Unknown,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173592,Caudata,Ambystomatidae,Ambystoma tigrinum,Eastern Tiger Salamander,2021-05-31,Possible,"Park unit is within species range, but no reference found",https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Ambystoma tigrinum tigrinum,Present,NA,Unknown,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173612,Caudata,Amphiumidae,Amphiuma tridactylum,Three-toed Amphiuma,2021-05-31,Present,Species observed in 2000 and 2008 survey,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,NA,Present,NA,Unknown,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,773520,Anura,Bufonidae,Anaxyrus fowleri,Fowler's Toad,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/Reference/Profile/2237524,NA,Bufo woodhousii fowleri,Present,NA,Unknown,Native,G5,TX: SNR,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,773532,Anura,Bufonidae,Anaxyrus woodhousii,Woodhouse's Toad,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/Reference/Profile/2237524,NA,Bufo woodhousii,Unconfirmed,NA,NA,Native,G5,TX: SNR,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173632,Caudata,Plethodontidae,Desmognathus catahoula,Spotted Dusky Salamander E-lineage,2023-06-07,Present,2 individuals observed in 2008 survey; Pyron and Beamer both note these observations are D. conanti lineage E that is now D. catahoula; TSN is Desmognathus genus because species not recognized in ITIS as of 2023,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,"Desmognathus conanti, Desmognathus conanti E",Unconfirmed,NA,NA,Native,G5,TX: S1,DD
BITH,Big Thicket National Preserve,GULN,SC,TX,776240,Anura,Eleutherodactylidae,Eleutherodactylus campi,Rio Grande Chirping Frog,2021-05-31,Present,"Native to Mexico subspecies is called E. cystignathoides, and same species E. campi are present in Cameron and Hidalgo counties in Texas (AmphibiaWeb 2023)",https://irma.nps.gov/DataStore/DownloadFile/562977,NA,NA,Present,NA,Unknown,Native,G4,TX: S3,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,1104049,Caudata,Plethodontidae,Eurycea paludicola,Western Dwarf Salamander,2023-05-27,Present,"Observed in 2000 survey, Eurycea paludicola (Wray et al 2017)",https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Eurycea quadridigitata,Present,NA,Common,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173467,Anura,Microhylidae,Gastrophryne carolinensis,Eastern Narrow-mouthed Toad,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,NA,Present,NA,Common,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173468,Anura,Microhylidae,Gastrophryne olivacea,"Great Plains Narrow-mouthed Toad, Western Narrow-mouthed Toad",2021-05-31,Possible,"Not observed anytime, but within range",https://irma.nps.gov/DataStore/DownloadFile/562977,NA,NA,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173502,Anura,Hylidae,Hyla chrysoscelis,Cope's Gray Treefrog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Hyla chrysoscelis,Present,NA,Abundant,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173505,Anura,Hylidae,Hyla cinerea,Green Treefrog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Hyla cinerea,Present,NA,Common,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173504,Anura,Hylidae,Hyla squirella,Squirrel Treefrog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Hyla squirella,Present,NA,Uncommon,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173503,Anura,Hylidae,Hyla versicolor,Gray Treefrog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Hyla versicolor,Present,NA,Common,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,773583,Anura,Bufonidae,Incilius nebulifer,Gulf Coast Toad,2021-05-31,Present,Seemed to use interchangably with Bufo valliceps and Ollotis nebulifer,https://irma.nps.gov/DataStore/Reference/Profile/2237524,NA,"Bufo valliceps, Bufo valliceps valliceps",Present,NA,Unknown,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,775078,Anura,Ranidae,Lithobates areolatus,Crawfish Frog,2021-05-31,Present,Observed in 2000 survey,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,"Rana areolata, Rana areolata areolata",Present,NA,Rare,Native,G4,TX: SNR,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Rana catesbeiana,Present,NA,Uncommon,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,775087,Anura,Ranidae,Lithobates clamitans,"Green Frog, Northern Green Frog",2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,"Rana clamitans, Rana clamitans clamitans",Present,NA,Abundant,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,775091,Anura,Ranidae,Lithobates grylio,Pig Frog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Rana grylio,Present,NA,Unknown,Native,G5,TX: S2,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,775116,Anura,Ranidae,Lithobates sphenocephalus,Southern Leopard Frog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,"Rana sphenocephala, Rana pipiens, Rana utricularia",Present,NA,Abundant,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173629,Caudata,Proteidae,Necturus beyeri,Gulf Coast Waterdog,2021-05-31,Present,Observed in 2000 and 2008 survey,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,NA,Unconfirmed,NA,NA,Native,GSNR,TX: S3,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173615,Caudata,Salamandridae,Notophthalmus viridescens,"Eastern Newt, Red-spotted Newt",2021-05-31,Present,Observed in 2000 survey,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,Notophthalmus viridescens louisianensis,Present,NA,Unknown,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,207303,Anura,Hylidae,Pseudacris crucifer,Spring Peeper,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,"Hyla crucifer, Hyla crucifer crucifer",Present,NA,Uncommon,Native,G5,TX: S5,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,774545,Anura,Hylidae,Pseudacris fouquettei,Cajun Chorus Frog,2021-05-31,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/562977,NA,"Pseudacris triseriata, Pseudacris triseriata feriarum, Pseudacris feriarum",Present,NA,Uncommon,Native,G5,TX: SNR,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,173426,Anura,Scaphiopodidae,Scaphiopus holbrookii,Eastern Spadefoot,2021-05-31,Present,100 observed in 2000,Lewis et al 2000,NA,Scaphiopus holbrookii hurterii,Unconfirmed,NA,NA,Native,G5,TX: SNR,LC
BITH,Big Thicket National Preserve,GULN,SC,TX,208500,Caudata,Sirenidae,Siren nettingi,Western Siren,2021-05-31,Present,Observed in 2000 and 2008 survey; Siren nettingi (Fedler et al 2023),https://irma.nps.gov/DataStore/DownloadFile/562977,NA,"Siren intermedia nettingi, Siren intermedia",Unconfirmed,NA,NA,Native,G5,TX: S5,DD
BLCA,Black Canyon of the Gunnison National Park,NCPN,NC,CO,668193,Caudata,Ambystomatidae,Ambystoma mavortium,"Barred Tiger Salamander, Western Tiger Salamander",2021-05-24,Present,Changed from A. tigrinum to A. mavortium to reflect species range,https://irma.nps.gov/DataStore/DownloadFile/151311,NA,"Ambystoma tigrinum nebulosum, Ambystoma tigrinum utahense",Present,NA,Uncommon,Native,G5,CO: S3,LC
BLCA,Black Canyon of the Gunnison National Park,NCPN,NC,CO,775108,Anura,Ranidae,Lithobates pipiens,Northern Leopard Frog,2021-05-24,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/151311,NA,Rana pipiens,Unconfirmed,NA,NA,Native,G5,CO: S3,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173520,Anura,Hylidae,Acris crepitans,"Northern Cricket Frog, Eastern Cricket Frog",2021-05-31,Present,NA,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,Acris crepitans crepitans,Present,NA,Common,Native,G5,NC: S5; VA: S4,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173590,Caudata,Ambystomatidae,Ambystoma maculatum,Spotted Salamander,2021-05-31,Present,NA,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,NA,Present,NA,Common,Native,G5,NC: S5; VA: S5,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173591,Caudata,Ambystomatidae,Ambystoma opacum,Marbled Salamander,2021-05-31,Adjacent,NA,https://www.nps.gov/blri/learn/nature/amphibians.htm,NA,NA,Probably Present,NA,NA,Native,G5,NC: S5; VA: S5,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173604,Caudata,Ambystomatidae,Ambystoma talpoideum,Mole Salamander,2021-05-31,Adjacent,NA,https://www.nps.gov/blri/learn/nature/amphibians.htm,NA,NA,Probably Present,NA,NA,Native,G5,NC: S2S3; VA: S2,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,773511,Anura,Bufonidae,Anaxyrus americanus,American Toad,2021-05-31,Present,NA,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,Bufo americanus,Present,NA,Abundant,Native,G5,NC: S5,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,773520,Anura,Bufonidae,Anaxyrus fowleri,Fowler's Toad,2021-05-31,Present,NA,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,"Bufo woodhousii, Bufo fowleri, Bufo woodhousii fowleri",Present,NA,Abundant,Native,G5,NC: S5,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173587,Caudata,Cryptobranchidae,Cryptobranchus alleganiensis,"Hellbender, Eastern Hellbender",2021-05-31,Possible,NA,https://srelherp.uga.edu/jd/jdweb/Herps/species/ussalamander/Cryall.htm,NA,Cryptobranchus alleganiensis alleganiensis,Probably Present,NA,NA,Native,G3,NC: S3,VU
BLRI,Blue Ridge Parkway,APHN,SE,NC,173632,Caudata,Plethodontidae,Desmognathus adatsihi,Cherokee Mountain Dusky Salamander; Great Smokies Mountain Dusky Salamander,2023-05-08,Present,Changed from D. ocoee to D. adatsihi based on pers. comm. with Pyron & Beamer in 2023; D. adatsihi found south of Balsam Gap; TSN is Desmognathus in general because species not recognized in ITIS as of 2023,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,Desmognathus ocoee,Present,NA,Common,Native,GSNR,NC: SNR,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,208264,Caudata,Plethodontidae,Desmognathus amphileucus,Nantahala Black-bellied Salamander,2023-05-27,Present,Added manually; Species found from Balsam Gap north to Wagon Road Gap,Pers. comm. with David Beamer,NA,NA,NA,NA,NA,Native,GSNR,NC: SNR,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,173632,Caudata,Plethodontidae,Desmognathus balsameus,Great Balsams Mountain Dusky Salamander,2023-05-27,Present,D. balsameus found north of Balsam Gap; TSN is Desmognathus genus in general because species not recognized in ITIS as of 2023,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,Desmognathus ocoee,Unconfirmed,NA,NA,Native,GSNR,GA: SNR,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,550253,Caudata,Plethodontidae,Desmognathus carolinensis,Carolina Dusky Salamander,2021-05-31,Present,NA,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,NA,Present,NA,Common,Native,G4,NC: S3S4,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173633,Caudata,Plethodontidae,Desmognathus fuscus,"Dusky Salamander, Northern Dusky Salamander",2021-05-31,Present,"B2, B3 and E lineages found here",http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,Desmognathus fuscus fuscus,Present,NA,Abundant,Native,G5,NC: S5; VA: S5,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173632,Caudata,Plethodontidae,Desmognathus gvnigeusgwotli,Cherokee Black-bellied Salamander,2023-05-04,Present,Previously part of diverse D. quadramaculatus species; TSN is Desmognathus in general because species not recognized in ITIS species as of 2023,Beamer and Lamb 2020; Zootaxa,NA,Desmognathus quadramaculatus,Unconfirmed,NA,NA,Native,GSNR,NC: SNR,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,173639,Caudata,Plethodontidae,Desmognathus imitator,Imitator Salamander,2021-05-31,Present,NA,https://amphibiaweb.org/cgi/amphib_query?where-genus=Desmognathus&where-species=imitator&account=amphibiaweb,NA,NA,Present,NA,Uncommon,Native,G3,NC: S3,NT
BLRI,Blue Ridge Parkway,APHN,SE,NC,173632,Caudata,Plethodontidae,Desmognathus intermedius,Central Shovel-nosed Dusky Salamander,2023-05-27,Present,Added manually; species found south of French Broad River,Pers. comm. with David Beamer,NA,NA,NA,NA,NA,Native,G4,NC: S4,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,173632,Caudata,Plethodontidae,Desmognathus kanawha,Kanawha Black-bellied Salamander,2023-05-27,Present,from Deep Gap at 421 north to Meadows of Dan; TSN is Desmognathus in general because species not recognized in ITIS as of 2024,Pers. comm. with David Beamer,NA,NA,Unconfirmed,NA,NA,Native,GSNR,NC: SNR,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,173362,Caudata,Plethodontidae,Desmognathus lycos,Wolf Dusky Salamander,2024-11-07,Present,Added manually; TSN is Desmognathus in general because species not recognized in ITIS as of 2024,Beamer & Lamb 2020 - Zootaxa; Pyron & Beamer 2022 - https://doi.org/10.11646/bionomina.27.1.1; https://www.inaturalist.org/observations/221722102,2024,Desmognathus quadramaculatus,NA,NA,NA,Native,GSNR,NC: SNR,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,550398,Caudata,Plethodontidae,Desmognathus marmoratus,Shovel-nosed Salamander,2021-05-31,Present,North of French Broad River,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,Leurognathus marmoratus,Present,NA,Uncommon,Native,G4,NC: S4; VA: S2,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,173632,Caudata,Plethodontidae,Desmognathus mavrokoilius,Pisgah Black-bellied Salamander,2023-05-04,Present,Added manually; TSN is Desmognathus in general because species not recognized in ITIS as of 2023,Pers. comm. with David Beamer,NA,NA,NA,NA,NA,Native,GSNR,NC: SNR,DD
BLRI,Blue Ridge Parkway,APHN,SE,NC,173640,Caudata,Plethodontidae,Desmognathus monticola,Seal Salamander,2021-05-31,Present,NA,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,NA,Present,NA,Common,Native,G5,NC: S5; VA: S5,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,550245,Caudata,Plethodontidae,Desmognathus orestes,Blue Ridge Dusky Salamander,2021-05-31,Present,NA,http://www.npshistory.com/publications/blri/nrr-2013-699.pdf,NA,Desmognathus ochrophaeus,Present,NA,Common,Native,G4,NC: S3S4; VA: S3,LC
BLRI,Blue Ridge Parkway,APHN,SE,NC,1099695,Caudata,Plethodontidae,Desmognathus organi,Northern Pigmy Salamander,2023-05-27,Present,Added manually; Species found north of French Broad River to vicinity of Grandfather Mountain,Pers. comm. with David Beamer,NA,NA,NA,NA,NA,Native,G3,NC: S2,NT
BLRI,Blue Ridge Parkway,APHN,SE,NC,1099695,Caudata,Plethodontidae,Desmognathus organi,Northern Pigmy Salamander,2023-05-04,Present,Added manually; At multiple sites along parkway mostly south of French Broad River,"Crespi, Browne, and Rissler, 2010; Herp Monogr.",NA,NA,NA,NA,NA,Native,G3,NC: S2,NT
BLRI,Blue Ridge Parkway,APHN,SE,NC,1099693,Caudata,Plethodontidae,Desmognathus perlapsus,"Tallulah Salamander, Cliffside Salamander, Tallulah Dusky Salamander",2023-05-27,Present,Near Meadows of Dan,Pers. comm. with David Beamer,NA,NA,Unconfirmed,NA,NA,Native,G5,NC: SNR,DD
